no,username,komentar
161,KEJAKSAAN TINGGI SUMATERA UTARA,"b'""Harapan kami dengan adanya penyuluhan hukum ini, kerjasama UQB dengan Kejati Sumut bisa berlanjut dengan program M\xe2\x80\xa6 https://t.co/Dunee5MDdf'"
162,A '.ã……',b'@UGM_FESS @psyducknii ini maksudnya anak mbkm dari unud ke ugm kahh?'
163,painfull,b'@UGM_FESS tapi ga berhak di sini. seharusnya dihentikan kalau memang mbkm. ngewri banget'
164,pram lenz,"b'@UGM_FESS FYI dia MBKM di fapet ya, bukan anak fapet ugm'"
165,metaverse,b'@UGM_FESS @youkrisd anak Unud njr MBKM ke UGM malah kekerasan seksual'
166,IAI IBRAHIMY GENTENG BANYUWANGI,b'Ingin kuliah tapi bingung mau kuliah dimana ?yuk kuliah di IAI Ibrahimy Genteng ajaa\n\n#PMB\n#PMB2022\n#IbrahimyKeren\xe2\x80\xa6 https://t.co/edixK5UJkD'
167,IscrEeamU,"b'@UGM_FESS Itu Udayana min, ikut MBKM pertukaran. Mungkin pihak mbkm juga gatau kalo orang itu pelaku pelecehan. Dan\xe2\x80\xa6 https://t.co/y3I6Y60Wqj'"
168,IAI IBRAHIMY GENTENG BANYUWANGI,b'Yuk!! Siapkan diri kalian untuk menjadi bagian dari kampus hijau. \n\n#PMB\n#PMB2022\n#IbrahimyKeren\n#MABA\n#InfoPMB\xe2\x80\xa6 https://t.co/yFWdCBmvRm'
169,BumiCampurðŸŒâœ¨,b'@blue_minous @UGM_FESS Dari nimnya nim mahasiswa unud. Mungkin mbkm kesini?'
170,Ù‹,b'@frizingistaken @UGM_FESS Dia mbkm rii'
171,Jaqen H'ghar,b'@UGM_FESS Mbkm lurr'
172,Ang,b'@MahasiswaUMS Ikut mbkm'
173,Ardisty,b'@LowonganDosen Ikut MBKM \xf0\x9f\x98\x86\xf0\x9f\x98\x86 jd ambil sks di univ lain.. biar bs jawab lagi kuliah di 2 kampus nih..'
174,UKI JAKARTA,b'Kerja sama ini dilakukan dalam rangka mengoptimalkan hubungan kelembagaan UKI dan IAKN Kupang dalam melaksanakan ke\xe2\x80\xa6 https://t.co/S9g5U4YLwq'
175,Universitas Yudharta Pasuruan (UYP),b'FAI Implementasikan Konsep MBKM dengan Pertukaran Dosen\xc2\xa0Filsafat https://t.co/4AYLckHzsG'
176,Universitas Dayanu Ikhsanuddin,"b'Rapat Evaluasi Akademik 2021/2022 Hari Rabu, 2 Maret 2022 di Aula Baruga La Ode Malim. Agenda Rapat membahas: Pelak\xe2\x80\xa6 https://t.co/ZswmP4FB4W'"
177,Universitas Yudharta Pasuruan (UYP),b'Uniwara Studi Banding Bahas Kurikulum MBKM dan Akreditasi Program\xc2\xa0Studi https://t.co/fP6GGbYhY9'
178,Bali Ekbis,"b'UNUD Gelar Sosialisasi SIM MBKM Bagi Prodi, UPIKS dan Operator SIMAK\xc2\xa0Fakultas https://t.co/TYQaLdIDJg'"
179,acha Ï‚(Ëƒ áµ• Ë‚ãƒ»),b'Huhu today I finally could say that I ACCEPTED being an intern. \xf0\x9f\x98\xad feels a little unreal karena kemarin tertolak ban\xe2\x80\xa6 https://t.co/93Ci5MsxsH'
180,MetroSulawesi,b'Dorong Mahasiswa Ikut MBKM https://t.co/sjLq61ILa5 via @Metrosulawesi'
181,mil.,"b'@collegemenfess engga kok, cm ngabari kaprodi, kasi bukti sertifnya trs isi krs mbkm. Ntar yg inputin nilai dr kaprodi'"
182,ðŸ¦Š,"b'jangankan wajib magang, magang mbkm ae dosene bingung sks e ape dikonversi nak matkul opo \xf0\x9f\x99\x82 https://t.co/WsjST9vHZ5'"
183,FISIP Universitas Airlangga,"b'Di samping itu, bagi mahasiswa peserta MBKM Outbond yang belum melakukan KRS MBKM, dipersilakan juga untuk melakukan pengisian KPRS.'"
184,MBKM,b'Tahniah diucapkan kepada Ybrs. Encik Edy Irwan bin Zulkafli di atas perlantikan sebagai Timbalan Ketua Pengarah Per\xe2\x80\xa6 https://t.co/ZZVTCmA8TV'
185,ichaaa,b'su asuu gw gak ngisi pendaftaran mbkm\xf0\x9f\x98\xad ketinggalan info'
186,Ayaya,b'DOSEN MBKM TIDAK SESUAI EKSPEKTASI'
187,MBKM,b'#JualanBukuMac2022\n\nFESTIVAL BUKU LANGKAWI\nTarikh: 24-28hb Mac 2022\nMasa 10.00 pagi - 10.00 malam\nTempat: Langkawi\xe2\x80\xa6 https://t.co/3FiHYxTNsY'
188,International Relations UII,"b'Emang ada universitas yang membebaskan model belajar sesuai minat mahasiswanya?\xf0\x9f\xa4\x94 Tentu ada, Sob! Prodi Hubungan Int\xe2\x80\xa6 https://t.co/nUQMrExpnW'"
189,Kantor Pertanahan Kota Lubuklinggau,"b'RT @atr_bpn: Melalui Program MBKM, Kementerian ATR/BPN Rangkul Mahasiswa Terlibat Aktif dalam Penyusunan RDTR\n\nCek berita selengkapnya http\xe2\x80\xa6'"
190,Washilah_uinam,b'Peluang MBKM Pada Pendidikan\n\nSelengkapnya : https://t.co/jQQRl4Qynj'
191,kiww,"b'Hal apa yang ingin kamu ulang di 2021?\n\nKalo aing, magang MBKM tapi tidak dengan kelompok aing yg ""idih apa banget sih ajg""'"
192,Universitas Indonesia Membangun (INABA),b'yang gak kalah pentingnya pada prgram studi #psikologi Universitas INABA ada kelas #karyawan nya lohhh\xf0\x9f\x98\x81\n\nKeuntungan\xe2\x80\xa6 https://t.co/FLl8YWGqnu'
193,Universitas Indonesia Membangun (INABA),b'Keuntungan lain yang bisa kamu dapatkan di Universitas INABA yaitu:\n\xe2\x9c\x94 Hybrid Learning\n\xe2\x9c\x94 Program MBKM\n\xe2\x9c\x94 Jadwal Kulia\xe2\x80\xa6 https://t.co/4TPMBWMP59'
194,Universitas Indonesia Membangun (INABA),b'Keuntungan lain yang bisa kamu dapatkan di Universitas INABA yaitu:\n\xe2\x9c\x94 Hybrid Learning\n\xe2\x9c\x94 Program MBKM\n\xe2\x9c\x94 Jadwal Kulia\xe2\x80\xa6 https://t.co/6RI75xd3Ht'
195,COLLE,b'[cm] kalo mau konversi sks mbkm hubungi sba fakultas bisa gaa'
196,Unpadfess (Discord di Bio),b'- kalo mau konversi sks mbkm hubungi sba fakultas bisa gaa'
197,BLM FEB UNAIR,b'[JADWAL ENTRY KPRS SEMESTER GENAP]\n\nEntry KPRS akan dibuka pada tanggal 04 Maret pukul 08.00 WIB dan akan ditutup p\xe2\x80\xa6 https://t.co/PKoTEU2tD0'
198,S-E-B-A-T-I-N,"b'@UNSfess_ buka siakad, trus nnti ada menu mbkm, trus logbook'"
199,CEK PINNED YGY | UNS MENFESS,"b'-11fess haloo, mau nanya buat kakak2 yg pernah mbkm, ngisi logbook di siakad caranya gimana ya? Makasii'"
200,BLM FEB UNAIR,b'[JADWAL KPRS SEMESTER GENAP]\n\nKPRS dilakukan pada tanggal 2 Maret 2022 sampai tanggal 11 Maret 2022.\n\nKPRS juga ber\xe2\x80\xa6 https://t.co/rJ62ZV2rA4'
201,yalqa - follback ceffat,b'@collegemenfess Lg MBKM'
202,aphrodite,b'@collegemenfess kalo mau coba cari pengalaman yg paling gampang buat skrg itu ikut mbkm nder. tapi ya kudu tulus ik\xe2\x80\xa6 https://t.co/inp28r5YVk'
203,wish,b'@dyomelin rara semangat yaa mbkm nya!! sukses selaluuu!\xf0\x9f\xa5\xba\xf0\x9f\x92\x97'
204,åæŽ¢åµ,"b'@undipmenfess Prefer mbkm si nder, udh kayak intership/kerja'"
205,Ash,b'@dyomelin IH SEMANGAT MBKM YAAKKKKKKKKK'
206,rara (kinda ia),b'hai! i will be inactive for... maybe two weeks(?) idk soalnya aku seminggu full bakal on boarding magang mbkm \xf0\x9f\xa5\xb2 gon\xe2\x80\xa6 https://t.co/v6aEv2FiKX'
207,pengen sruput lino â˜»,b'@karirfess cukup nder. btw ut emang bagus tau aku aja kuliah di kampus lain tp ikut program mbkm di ut \xf0\x9f\x91\x8d kerjasaman\xe2\x80\xa6 https://t.co/DZHbuPFyVK'
208,CEK PINNED YGY | UNS MENFESS,"b'-11fess Kakak kakak yang pernah mbkm, ada yang bisa aku tanya tanya terkait logbook kah? Makasih kak'"
209,Zakisudrajat,"b'RT @collegemenfess: [cm] aku smt 6, lg mbkm ga terlalu banyak tugas tp magang smpe jm 4, ga ikut organisasi apapun, trus ditawarin ikut bem\xe2\x80\xa6'"
210,COLLE,"b'[cm] aku smt 6, lg mbkm ga terlalu banyak tugas tp magang smpe jm 4, ga ikut organisasi apapun, trus ditawarin ikut\xe2\x80\xa6 https://t.co/X9rBGzJcM0'"
211,DahhðŸŒ±,b'Yg smstr 6 trs mau kkn tahun ini ada gak? Mau nanya KKN MBKM tuh termaksud reguler atau tematik yahh? Thanks btw'
212,Universitas Udayana,b'Universitas Udayana Gelar Sosialisasi SIM MBKM Bagi Mahasiswa Secara Daring https://t.co/6sjrHLiztw'
213,Universitas Udayana,"b'Dukung Capaian Kinerja MBKM, Unud Gelar Sosialisasi SIM MBKM Bagi Prodi, UPIKS dan Operator SIMAK Fakultas https://t.co/OvXcEz9O7P'"
214,Universitas Muhammadiyah Aceh,b'Implementasi MBKM Fakultas Teknik Unmuha Kolaborasi dengan Fakultas Teknik Umuslim https://t.co/wqOIIQzZkN'
215,â–¡â™¡â–¡,b'RT @AldyGreget: @collegemenfess Cabut pmmb = individu diblacklist semua program pmmb\nCabut kampus merdeka = individu diblacklist 2 semester\xe2\x80\xa6'
216,HarianNusa.com,"b'Program MBKM, Unram Lepas 166 Mahasiswa Kampus Mengajar\xc2\xa0III https://t.co/Medge2NEJk'"
217,HarianNusa.Com,"b'Program MBKM, Unram Lepas 166 Mahasiswa Kampus Mengajar\xc2\xa0III https://t.co/luTvURkTbb'"
218,ManusiaAneh,b'@Kjunchicken__ @unudmenfess Aku di semester 6 sekarang\xf0\x9f\x98\x82 waktu mau daftar MBKM kaget karena sks semester 2 ku di pddikti 0 wkwk'
219,gir a,"b'Sedang bingung, milih ikut mbkm atau KP aja \xf0\x9f\x99\x83'"
220,Donasi Yayasan HIV/AIDSðŸ“Œ,"b'dimarain mamaku soalnya bayar pdhl di puskesmas gratis, trs aku blg ke temenku aku sakit dijawabnya judes soalnya a\xe2\x80\xa6 https://t.co/GrvFXVbJeh'"
221,peâ‘¡,"b'Dosen tiba tiba chat ""(namaku) ikut mbkm gak?"" \nDemi Allah deg degan gua jawab ""enggak bu"" (mana ini gua cukup slow\xe2\x80\xa6 https://t.co/SK1CilGPir'"
222,rasarumput,b'@Adtsoponejarwo_ materinya mbkm kak'
223,Ex - Kuli Proyek,"b'@collegemenfess Kalau susah bagi waktu sampai berimbas ke kuliah, lebih baik gausah. Number one tetap kuliah, yang\xe2\x80\xa6 https://t.co/NF7vTAHLud'"
224,popice,b'@LupaTidoer Ambil mbkm ae + gaikut diginove'
225,zaim,"b'Minggu ini adalah minggu awal dari pelaksanaak Studi Independen Zenius, Course yang saya ambil di MBKM Zenius kali\xe2\x80\xa6 https://t.co/zPnuQZDFC7'"
226,MBKM,b'RT @KLIBF: [PERUBAHAN TARIKH]\nSimpan tarikh ini dan duit anda bermula sekarang! \xf0\x9f\x98\x81 \n\nPesta Buku Antarabangsa Kuala Lumpur 2022 telah dipinda\xe2\x80\xa6'
227,Universitas Indonesia Membangun (INABA),b'Keuntungan lain yang bisa kamu dapatkan di Universitas INABA yaitu:\n\xe2\x9c\x94 Hybrid Learning\n\xe2\x9c\x94 Program MBKM\n\xe2\x9c\x94 Jadwal Kulia\xe2\x80\xa6 https://t.co/NSyuVcGvJS'
228,pemeran pengganti,"b'Setelah gue terima, sebenernya agak mulai ngerasa di ghosting si. karena mendekati hari yang sudah ada pada sistem\xe2\x80\xa6 https://t.co/Z3zYbrQyhz'"
229,pemeran pengganti,b'Setelah beberapa pertimbangan akhirnya gue mutusin buat ambil studi independen zenius. Ya salah dua nya adalah stud\xe2\x80\xa6 https://t.co/RbeY5VSyZV'
230,pemeran pengganti,b'Masih ga nyangka aja si kalo misal diterima di Studi Independen Zenius. MBKM kali itu memang daftar banyak magang d\xe2\x80\xa6 https://t.co/qjT7ENIcNe'
231,BEM FMIPA UI,b'Survei ini kami adakan untuk menampung aspirasi dan keluhan yang dialami IKM FMIPA UI terkait MBKM. Survei tersebut\xe2\x80\xa6 https://t.co/gGLTW7ycpS'
232,BEM FMIPA UI,"b'2 HARI LAGI PENUTUPAN SURVEI PENJARINGAN ASPIRASI MENGENAI MBKM\n\nHalo, IKM FMIPA UI!\n\nMerdeka Belajar Kampus Merdek\xe2\x80\xa6 https://t.co/POznwGyFqH'"
233,Agung,b'laporan mbkm tinggal bab penutup doang tapi kenapa mager bet ngerjain yak'
234,ErigomðŸ»,b'Ada yg ikut magang mbkm gk??\nMau tanya2\xf0\x9f\x98\x8c'
235,ðŸ¦‹,"b""Poin 5 ga boleh pernah exchange, itu bukan ke LN doang apa Indo juga ya\nW kan pernah ikut mbkm pmm :')\nHaduh haduhh"""
236,ON l UNSOEDFESS l Cek Pinned,b'jends ikut magang mbkm 6 bulan yay/nay'
237,ErigomðŸ»,b'Mbkm\xf0\x9f\xa4\xa7'
238,Sad,"b'Nah, itu tadi salah satu materi(logic) yang aku pelajarin di Studi Independen Bersertifikat dari @zeniuseducation .\xe2\x80\xa6 https://t.co/mOZ7oGTKf1'"
239,0âˆ†0,"b'males bgt mo kkn mbkm, mending gw tungguin yg reguler'"
240,Tokyo,"b""@senjamatahaarii Wkwkwk it's why i'm not taking mbkm"""
241,ðŸŒ‡ðŸŒ‡,"b'lapie to kii, wis mbkm kok jek kuliah, soyo merasa tertipu aku\xf0\x9f\x99\x82\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb'"
242,sherry,b'@ratuasha13 Mbkm apa sha'
243,LR,"b'@araaranois programnya mbkm ness, yg kayak exchange ke luar negeri itu'"
244,äºšæ–¯,"b'mahasiswa tinggal dikit di kelas karena pada ikut mbkm fakultas, kuliah rasa privat ini sih'"
245,Gung!,"b'kalo dapet mesin jelajah waktunya doraemon,\n\norang lain : jalan jalan ke jaman purba, lihat masa depan, perbaikin m\xe2\x80\xa6 https://t.co/OnUMDZ9uYJ'"
246,cokillers,b'@UNSfess_ ikut mbkm biar ga kuliah'
247,LiaaðŸ¦‹,"b'Bener bener kek gapunya temen gw di kelas, yang biasanya deket pada ikut mbkm shshshsh'"
248,Yuniar Puspaningrum,"b'@ut_uhuy dapet dari temenku yang ikut studi independen, katanya ut gabisa ikut beberapa program mbkm hu.uh'"
249,exy,b'@collegemenfess sekarang 10 wkwkwk pada ikut mbkm'
250,ðŸ¡ã‚‚ã¡,b'Enak juga ya program mbkm. Yudisium aja belom dah onboarding aja jadi nak*ama. https://t.co/86XxP1GP8s'
251,Fikom Universitas Gunadarma,b'[TERIMA KASIH DAN SUKSES PESERTA KMMI TAHUN 2021]\n\nFakultas Ilmu Komunikasi mengucapkan terima kasih kepada seluruh\xe2\x80\xa6 https://t.co/8oONfeO946'
252,ðŸŒ‡ðŸŒ‡,"b'@UNSfess_ gada sks2an nder, semester ini kejebak di mbkm:))'"
253,humblezah,b'@AdamJehan @ZenProID @zeniuseducation tugas mbkm ngab https://t.co/CfRwy9BfVZ'
254,Hotlin PD Hutapea,b'RT @tppkemendes: Pengembangan Kapasitas Literasi Desa dan MBKM https://t.co/6VhgncN9pD\n@halimiskandarnu \n@kemendespdtt \n@kemenkopmk \n@Bappe\xe2\x80\xa6'
255,baby,b'@KERIPlK Keren bgt bisa lolos mbkm di telkom:\xe2\x80\x99)'
256,Berita Kebidanan,"b'#Mahasiswa KKN-T MBKM UNIPMA Kelompok 38 Kegiatan Program Kerja Unggulan di Dusun Setren Desa Pajaran, Kabupaten Ma\xe2\x80\xa6 https://t.co/UjMg3Eb39D'"
257,i am,b'Day 1 kuliah semester 6 sekaligus budak magang mbkm Pusat Penelitian Geoteknologi https://t.co/CtfHdRVix4'
258,.,"b'Tumben bgt semester ini kelasnya kek kelas karyawan. Biasanya mulai 7.30 , dhuhur kelar. Pro mbkm bgt, apa kehabisan jadwal yy'"
259,Goryaaa,"b'@collegemenfess Menurutku pribadi, iya, minimal 3.5 aja nder.. Memang ada sebagian orang nyesel lulus cepet krna pa\xe2\x80\xa6 https://t.co/Dq2DqwBlnq'"
260,Ayaya,b'Pengen nulis di medium :\n\n- Cerita pengalaman daftar MBKM magang\n- Cerita onboarding di tempat sekarang'
261,bima,b'@UNSfess_ gatau kak mbkm soalnya zzzzz'
262,caca,b'@biwkrit HUHUHU asliii km bakal ketemu banyak org baik dan pengalaman yg bagus bgt terus gk kerasa nanti dah 6 bula\xe2\x80\xa6 https://t.co/HIC8Lnxaql'
263,ON l UNSOEDFESS l Cek Pinned,b'jends kalo ikut magang mbkm biasanya dapet gaji ga si??'
264,Ayaya,b'Mau update linked in kok malas gua\n\nmentang2 udah dapat tempat MBKM wkwkwk'
265,Ayamâœ¨,b'@wiIcoxon Nah bener. Tapi enakan yang kita tau skill kita segimana terus kalo ga ngerti baru kita yang berusaha bua\xe2\x80\xa6 https://t.co/t86GHiqgCn'
266,â™¡,b'eh pkm ini ntar bisa masuk ke mbkm ga si?'
267,ReneeðŸ¦‹,"b'@bluemingch Semangat kak, aku juga udh pengganguran 2 bulan nungguin magang mbkm'"
268,CONTRA-,b'semenjak mulai MBKM notif line ku bunyi teross &gt;_&lt;\n\nemg UNS doang univ yg komunikasinya pake WA sksksk'
269,âœ¿,"b'Sebenernya temenku kelompok mbkm mah enak ya, tapi kalo mereka udah ketemu circlenya behh'"
270,Meylani Ayu Safitri,"b'Halo, nama aku Meylani Ayu Safitri. Aku mahasiswa yang sedang mengikuti kegiatan MBKM program Studi Independen di Z\xe2\x80\xa6 https://t.co/7oXIRAWH6L'"
271,iss,"b'Bismillahirrahmanirrahim semester 6, ambil 24 SKS + Bangkit MBKM + Lembaga internal dan eksternal.\nDibayar mental,\xe2\x80\xa6 https://t.co/0peXovvmiE'"
272,Darkness,"b'@Jokitugsfess Dm dm, aku udh ada di mk kwriusahaan, pas mbkm juga ikut course entrepreneurship or startup bussines\xe2\x80\xa6 https://t.co/Jhg8KEkZr2'"
273,16,b'@horikoshit si mbkm?'
274,yhaa,b'@UINSA_FESS mbkm itu apa nder?'
275,VðŸŽ®,"b'@itssafirah @UINSA_FESS kl di prodiku bebas mahasiswanya pilih mbkm/reguler nanti ada perbedaannya, yang reguler ku\xe2\x80\xa6 https://t.co/vgRdO75ayC'"
276,UINSA FESS,b'uinsa! yang udah dapet sosialisasi mbkm dari prodi mana guyss?'
277,YAYA,b'@collegemenfess bener nder krn uin dibawah naungan nya kemenag. Dan yg boleh daftar mbkm itu mhs dari pt dibawah na\xe2\x80\xa6 https://t.co/mxv32CNopd'
278,UINSA FESS,b'uinsa! rek prodi kalian ada sosialisasi mbkm juga taa? https://t.co/qlOU844GVr'
279,taufiq tamam,"b'@alpadani1976 Rabu, 23 pebruari sy ke sini. Ketemu Pak Tonny dlm rangka penjajagan utk program MBKM bg mahasiswa.'"
280,AnakAyamPokPokðŸ¥ | NONKUL BL SERIESðŸ¤©â¤ï¸ðŸ¤,b'@cavreiner Ikut program mbkm gaaaaa merekaa?'
281,FLOWWI ðŸŒ»,"b'@collegemenfess Hay nder, mau nanya berarti utk pengambilan program mbkm ini boleh lebih dari sekali yaa? Kayak mis\xe2\x80\xa6 https://t.co/qVEjEbk6IY'"
282,tsabit,b'gaboleh iri gaboleh iri. alhamdulillah masih dpt duit ghaib 2jt persemester dan dikasih kesempatan ikut mbkm dan ma\xe2\x80\xa6 https://t.co/6On7dhVkMf'
283,Donasi Yayasan HIV/AIDSðŸ“Œ,b'-dips! ada yg ikut program mbkm ga?'
284,Ø˜,b'@kkuyra OALAAAH PANTES.. Langsung gitu ya satu semester buat mbkm.'
285,bebelac,b'uns bsk udh kuliah ya trs nasib yg mbkm gimana hiks'
286,cal,"b'KaTaNYa besok LiBUr tapi nyatanya  harus ngerevisi proposal mbkm, harus sosialisasi proker, harus kuliah, dan harus\xe2\x80\xa6 https://t.co/5kqdCBayW9'"
287,KKN Bendogerit 137 2022,"b'[COMING SOON]\nKKNT MBKM Kelompok 137 Bendogerit, Kec. Sananwetan, Blitar, Jawa Timur pada tanggal 21 Maret - 30 Jun\xe2\x80\xa6 https://t.co/2SRJcu9LGr'"
288,ðŸŒ‡ðŸŒ‡,"b'kkn done, next step mbkm selanjutnya....\n\nHADEHHHHHH'"
289,Eza Hazami || #WontStandDown,b'RT @sayhellowh: @ezash pertama tau akunnya kak eza waktu lagi bingung bikin CV ATS friendly. lagi ngulik nih di base tips2 bikin cv eh kete\xe2\x80\xa6'
290,rappicasso,b'@ezash pertama tau akunnya kak eza waktu lagi bingung bikin CV ATS friendly. lagi ngulik nih di base tips2 bikin cv\xe2\x80\xa6 https://t.co/IQmd5ewQkh'
291,capeee ihhðŸ’œ,b'@markctzenx @collegemenfess Bisa mandiri bisa juga dicariin. Kemarin aku di cariin sih karena kampusku ada kurikulu\xe2\x80\xa6 https://t.co/I7jrBDkJWw'
292,á´®á´±Humanâ·ðŸ’œ,b'@collegemenfess Di kampusku KKN emang biasanya semester 7 kecuali kalo ikut program MBKM bisa maju semester 6.'
293,Nien,b'Kemendikbudristek \nMemiliki 2program mobilitas\nMahasiswa Internasional yang merupakan bagian program dari\nMerdeka B\xe2\x80\xa6 https://t.co/2E1DkQRbbm'
294,khnsðŸ’,"b'@collegemenfess Mau nanya nder, sebenarnya bisa ga si ikut MBKM sambil skripsian? Terus kalo misal bisa masukin sks\xe2\x80\xa6 https://t.co/PBWlgZ4j4G'"
295,COLLE,"b'[cm] haloo sender kebetulan ini yang ke 3x nya ikut program mbkm, boleh dong kira"" drop pertanyaan kalian terkait p\xe2\x80\xa6 https://t.co/RsMXFBYuaS'"
296,moccacinolatte,b'@HjCucuy Mbkm kali'
297,dessâ­,"b'@collegemenfess MBKM, linkedln, email atau telfon. Tp klo mau cepet bisa lgsg hubungi nomor perusahaan biar lgsg da\xe2\x80\xa6 https://t.co/1RhQ9p338F'"
298,Artkiveâ·,"b'@collegemenfess MBKM, LinkedIn nder. Atau kamu coba cari website perusahaan yang pengen kamu tuju dan hubungi tanya\xe2\x80\xa6 https://t.co/lqkSp1oN1u'"
299,Kompas.com,"b'Lulusan Unpad diharapkan tidak hanya memiliki kompetensi sesuai prodi, namun juga memiliki karakter dan prestasi ke\xe2\x80\xa6 https://t.co/B2PLggKV3e'"
300,rara (kinda ia),b'foto selca ningning lebih proper dibanding foto gw yg mo dipake buat twibbon mbkm \xf0\x9f\x98\xad\xf0\x9f\x91\x8d'
301,ON l UNSOEDFESS l Cek Pinned,b'jends kalo ikut mbkm setelah magang bikin laporan ga?'
302,tayoðŸ™‡â€â™€ï¸,"b'@collegemenfess Pacaran, pacaran,pacaran1000x nder yamapoon gabut bet. Sambil nunggu program mbkm buka lagi sih jadi bingung mau ngapain'"
303,Adinda Shafa,b'@almonnddd @cocohazelnutz @yessy_theresa Bisa diitung sks mbkm ga nih?'
304,Darkness,"b'@Jokitugsfess bisaa bangetttt dm nder, aku udh biasa ngerjain bmc apalagi udh diajarin waktu ikut mbkm di sbm aitibi dm Kuy'"
305,luiiiâœ¨,"b'sooo kalau mau nanya seputar fundamental test, psikotest, atau interview yang ada di MBKM bisa kok sharing bareng aku hihi, I\xe2\x80\x99ll help you!^^'"
306,luiiiâœ¨,b'Hii buat yang dm tentang psikotest MBKM buat blibli sorry banget aku ga jawab soalnya akunku baru balik lagi huhu\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xe2\x80\xa6 https://t.co/YHy8peTzG2'
307,Lawaizza,b'@convomfs Nilai mbkm sampe sekarang belum bisa kekonvert. Dosen pidananya gk enak. Sumpah mbkm ke unnes bikin trauma ikut mbkm'
308,Bali Ekbis,b'Mahasiswa Prodi Sastra Inggris FIB Menyelesaikan Program MBKM Internasional\xc2\xa0ICT https://t.co/AgL4ylunJ7'
309,MetroSulawesi,b'Dekan Faperta Untad: Peserta MBKM Masih Minim https://t.co/LTvwiEPIjA via @Metrosulawesi'
310,HIMAHI Brawijaya,"b'[INFO ADVO: JADWAL UJIAN KOMPREHENSIF MAHASISWA &amp; UJIAN LAPORAN MBKM PRODI HI SEMESTER GENAP 2021/2022]\n\nHalo, HI-e\xe2\x80\xa6 https://t.co/O0ivIn8dty'"
311,è¯ºç»´å¡” | scan wechat 18k (1 slot),b'@collegemenfess Kalau di univ ku magang MBKM dari univ (yang nyari tempat univ)\nKalau magang biasa (biasanya anak F\xe2\x80\xa6 https://t.co/jAQ3dz2XfP'
312,hotman hutapea,b'RT @marzukialie_MA: Tidak mudah utk sukses karir sambil menyelesaikan pendidikan di Perguruan Tinggi. Dengan kurikulum Merdeka Belajar dan\xe2\x80\xa6'
313,edi subkhan,b'Hal ini terjadi karena pengelolaannya terpusat. Ada banyak data yg harus diinput dan dikelola oleh dosen &amp; mhs. Akh\xe2\x80\xa6 https://t.co/7ZB9Pb6Yr4'
314,edi subkhan,b'Merdeka Belajar di kampus klo gini ya nggak ada. Malah jadi tambah ribet. Ketika IKU mengikutkan kebijakan MBKM sbg\xe2\x80\xa6 https://t.co/2uOoqvSM7Q'
315,Riyan Arthur,b'https://t.co/PAtEHH8yyR\n\nngobrolin MBKM dulu....'
316,piw,"b'@collegemenfess Mau nanya dong, kata kaprodiku kurikulum MBKM gabisa ambil 3,5 taun ya? Di smt 1 2 ini kampusku udh dipaketin'"
317,COLLE,"b'[cm] salam pembuka, perkenalan,... pak/bu izin bertanya terkait program mbkm kmmi apakah dapat dikonversi dgn sks m\xe2\x80\xa6 https://t.co/UPEjOtOOo5'"
318,Unpad,"b'#BeritaUnpad\n\nPerkuat Program MBKM, Unpad Gelar Festival Kampus Merdeka 3.0\n@Kemdikbud_RI\n\n#MerdekaBelajar\xe2\x80\xa6 https://t.co/gMm7TksL78'"
319,UNILABASE ðŸ¦Œ | ON | 500 FOLL GA,"b'Unila! Mbkm tu bener-bener 1pk nya harus 3 koma yaa ? \nAku pengen ikut, tapi 1pk ku masih kurang dikiit lagi buat d\xe2\x80\xa6 https://t.co/w4k4ggtPq0'"
320,JJ ðŸ‘ðŸ‘‘ HAECHAN OST,"b'@miiipanzuzuzuu bukan anjir wkwkwk sks aku belum cukup. MBKM inii, gajadi magang jadine riset'"
321,Ayeaye,b'@Kavaleri_ Ikut juga ah\n- Unnes 2021-2022 (mbkm)\n- Unand 2021 (numpang utbk)\n- unimed (numpang lewat)\n- politeknik\xe2\x80\xa6 https://t.co/Qg0vgjAgEX'
322,â¨â²…á½¶â³ _,b'@collegemenfess kampusku mulai smt 6 tapi kalo ikut program mbkm bisa smt 5. gak seserem yang kamu bayangin nder. m\xe2\x80\xa6 https://t.co/rUnK7fl3vl'
323,Ø˜,b'@kkuyra KOK ENAKKKK aku mbkm tapi harus kkn juga..'
